MovieId,Title,Genres
322,SwimmingwithSharks1995,Comedy|Drama
324,SumofUs The1994,Comedy|Drama
325,NationalLampoon sSeniorTrip1995,Comedy
326,ToLiveHuozhe1994,Drama
327,TankGirl1995,Action|Comedy|Musical|Sci-Fi
328,TalesfromtheCryptPresents,DemonKnight1995
329,StarTrek,Generations1994
330,TalesfromtheHood1995,Action|Crime|Horror
331,Tom&Viv1994,Drama
332,VillageoftheDamned1995,Horror|Sci-Fi
333,TommyBoy1995,Comedy
334,Vanyaon42ndStreet1994,Drama
335,Underneath1995,Mystery|Thriller
336,WalkingDead The1995,Drama|War
337,What sEatingGilbertGrape1993,Drama
338,Virtuosity1995,Action|Sci-Fi|Thriller
339,WhileYouWereSleeping1995,Comedy|Romance
340,War The1994,Adventure|Drama|War
341,DoubleHappiness1994,Drama
342,Muriel sWedding1994,Comedy
343,Baby-SittersClub The1995,Children
344,AceVentura,PetDetective1994
345,AdventuresofPriscilla,QueenoftheDesert The1994
346,Backbeat1993,Drama|Musical
347,BitterMoon1992,Drama|Film-Noir
348,BulletsOverBroadway1994,Comedy
349,ClearandPresentDanger1994,Action|Adventure|Thriller
350,Client The1994,Drama|Mystery|Thriller
351,Corrina,Corrina1994
352,Crooklyn1994,Comedy
353,Crow The1994,Action|Crime|Fantasy|Thriller
354,Cobb1994,Drama
355,Flintstones The1994,Children|Comedy|Fantasy
356,ForrestGump1994,Comedy|Drama|Romance|War
357,FourWeddingsandaFuneral1994,Comedy|Romance
358,HigherLearning1995,Drama
359,ILikeItLikeThat1994,Comedy|Drama|Romance
360,ILoveTrouble1994,Action|Comedy
361,ItCouldHappentoYou1994,Comedy|Drama|Romance
362,JungleBook The1994,Adventure|Children|Romance
363,Wonderful,HorribleLifeofLeniRiefenstahl TheMachtderBilder
364,LionKing The1994,Adventure|Animation|Children|Drama|Musical
365,LittleBuddha1993,Drama
366,WesCraven sNewNightmare1994,Fantasy|Horror
367,Mask The1994,Action|Comedy|Crime|Fantasy
368,Maverick1994,Adventure|Comedy|Western
369,Mrs.ParkerandtheViciousCircle1994,Drama
370,NakedGun331/3 TheFinalInsult1994,Action|Comedy
371,Paper The1994,Comedy|Drama
372,RealityBites1994,Comedy|Drama|Romance
373,RedRockWest1992,Thriller
374,RichieRich1994,Children|Comedy
375,SafePassage1994,Drama
376,RiverWild The1994,Action|Thriller
377,Speed1994,Action|Romance|Thriller
378,Speechless1994,Comedy|Romance
379,Timecop1994,Action|Sci-Fi|Thriller
380,TrueLies1994,Action|Adventure|Comedy|Romance|Thriller
381,WhenaManLovesaWoman1994,Drama
382,Wolf1994,Drama|Horror|Romance|Thriller
383,WyattEarp1994,Western
384,BadCompany1995,Action|Crime|Drama
385,ManofNoImportance,A1994
386,S.F.W.1994,Drama
387,LowDownDirtyShame,A1994
388,BoysLife1995,Drama
389,ColonelChabert,Le1994
390,FasterPussycat!Kill!Kill!1965,Action|Comedy|Crime|Drama
391,Jason sLyric1994,Crime|Drama
392,SecretAdventuresofTomThumb The1993,Adventure|Animation
393,StreetFighter1994,Action|Adventure|Fantasy
394,Coldblooded1995,Comedy
395,DesertWinds1995,Drama|Fantasy|Romance
396,FallTime1995,Drama
397,Fear The1995,Horror
398,FrankandOllie1995,Documentary
399,GirlintheCadillac1995,Drama
400,Homage1995,Drama
401,Mirage1995,Action|Thriller
402,OpenSeason1996,Comedy
403,TwoCrimesDoscrĂ­menes1995,Comedy|Crime|Drama
404,BrotherMinister TheAssassinationofMalcolmX1994,Documentary
405,HighlanderIII TheSorcerera.k.a.Highlander TheFinalDimension1994,Action|Sci-Fi
406,FederalHill1994,Drama
407,IntheMouthofMadness1995,Horror|Thriller
408,8Seconds1994,Drama
409,AbovetheRim1994,Drama
410,AddamsFamilyValues1993,Comedy
411,YouSoCrazy1994,Comedy
412,AgeofInnocence The1993,Drama
413,Airheads1994,Comedy
414,AirUpThere The1994,Comedy
415,AnotherStakeout1993,Comedy|Thriller
416,BadGirls1994,Western
417,Barcelona1994,Comedy|Romance
418,BeingHuman1993,Drama
419,BeverlyHillbillies The1993,Comedy
420,BeverlyHillsCopIII1994,Action|Comedy|Crime|Thriller
421,BlackBeauty1994,Adventure|Children
422,Blink1994,Thriller
423,BlownAway1994,Action|Thriller
424,BlueChips1994,Drama
425,BlueSky1994,Drama|Romance
426,BodySnatchers1993,Horror|Sci-Fi|Thriller
427,BoxingHelena1993,Drama|Mystery|Romance|Thriller
428,BronxTale,A1993
429,CabinBoy1994,Comedy
430,CalendarGirl1993,Drama
431,Carlito sWay1993,Crime|Drama
432,CitySlickersII TheLegendofCurly sGold1994,Adventure|Comedy|Western
433,CleanSlate1994,Comedy
434,Cliffhanger1993,Action|Adventure|Thriller
435,Coneheads1993,Comedy|Sci-Fi
436,ColorofNight1994,Drama|Thriller
437,CopsandRobbersons1994,Comedy
438,CowboyWay The1994,Action|Comedy|Drama
439,DangerousGame1993,Drama
440,Dave1993,Comedy|Romance
441,DazedandConfused1993,Comedy
442,DemolitionMan1993,Action|Adventure|Sci-Fi
443,EndlessSummer2 The1994,Documentary
444,EvenCowgirlsGettheBlues1993,Comedy|Romance
445,FatalInstinct1993,Comedy
446,FarewellMyConcubineBawangbieji1993,Drama|Romance
447,Favor The1994,Comedy|Romance
448,Fearless1993,Drama
449,FearofaBlackHat1994,Comedy
450,WithHonors1994,Comedy|Drama
451,FleshandBone1993,Drama|Mystery|Romance
452,Widows Peak1994,Drama
453,ForLoveorMoney1993,Comedy
454,Firm The1993,Drama|Thriller
455,FreeWilly1993,Adventure|Children|Drama
456,Fresh1994,Crime|Drama|Thriller
457,Fugitive The1993,Thriller
458,Geronimo,AnAmericanLegend1993
459,Getaway The1994,Action|Adventure|Crime|Drama|Romance|Thriller
460,GettingEvenwithDad1994,Comedy
461,GoFish1994,Drama|Romance
462,GoodManinAfrica,A1994
463,GuiltyasSin1993,Crime|Drama|Thriller
464,HardTarget1993,Action|Adventure|Crime|Thriller
465,Heaven&Earth1993,Action|Drama|War
466,HotShots!PartDeux1993,Action|Comedy|War
467,LiveNudeGirls1995,Comedy
468,EnglishmanWhoWentUpaHillButCameDownaMountain The1995,Comedy|Romance
469,HouseoftheSpirits The1993,Drama|Romance
470,HouseParty31994,Comedy
471,HudsuckerProxy The1994,Comedy|Drama|Fantasy|Romance
472,I llDoAnything1994,Comedy|Drama
473,IntheArmyNow1994,Comedy|War
474,IntheLineofFire1993,Action|Thriller
475,IntheNameoftheFather1993,Drama
476,Inkwell The1994,Comedy|Drama
477,What sLoveGottoDowithIt?1993,Drama|Musical
478,JimmyHollywood1994,Comedy|Crime|Drama
479,JudgmentNight1993,Action|Crime|Thriller
480,JurassicPark1993,Action|Adventure|Sci-Fi|Thriller
481,Kalifornia1993,Drama|Thriller
482,KillingZoe1994,Action|Crime
483,KingoftheHill1993,Drama
484,Lassie1994,Adventure|Children
485,LastActionHero1993,Action|Adventure|Comedy|Fantasy
486,LifewithMikey1993,Comedy
487,LightningJack1994,Comedy|Western
488,M.Butterfly1993,Drama
489,MadeinAmerica1993,Comedy
490,Malice1993,Thriller
491,ManWithoutaFace The1993,Drama
492,ManhattanMurderMystery1993,Comedy|Mystery
493,MenaceIISociety1993,Action|Crime|Drama
494,ExecutiveDecision1996,Action|Adventure|Thriller
495,IntheRealmoftheSensesAinocorrida1976,Drama
496,WhatHappenedWas...1994,Comedy|Drama|Romance
497,MuchAdoAboutNothing1993,Comedy|Romance
498,Mr.Jones1993,Drama|Romance
499,Mr.Wonderful1993,Comedy|Romance
500,Mrs.Doubtfire1993,Comedy|Drama
501,Naked1993,Drama
502,NextKarateKid The1994,Action|Children
503,NewAge The1994,Drama
504,NoEscape1994,Action|Sci-Fi
505,North1994,Comedy
506,Orlando1992,Drama
507,PerfectWorld,A1993
508,Philadelphia1993,Drama
509,Piano The1993,Drama|Romance
510,PoeticJustice1993,Drama
511,Program The1993,Action|Drama
512,PuppetMasters The1994,Horror|Sci-Fi
513,RadiolandMurders1994,Comedy|Mystery|Romance
514,Ref The1994,Comedy
515,RemainsoftheDay The1993,Drama|Romance
516,RenaissanceMan1994,Comedy|Drama
517,RisingSun1993,Action|Drama|Mystery
518,RoadtoWellville The1994,Comedy
519,RoboCop31993,Crime|Sci-Fi|Thriller
520,RobinHood,MeninTights1993
521,RomeoIsBleeding1993,Crime|Thriller
522,RomperStomper1992,Action|Drama
523,RubyinParadise1993,Drama
524,Rudy1993,Drama
525,SaintofFortWashington The1993,Drama
526,SavageNightsNuitsfauves,Les1992
527,Schindler sList1993,Drama|War
528,Scout The1994,Comedy
529,SearchingforBobbyFischer1993,Drama
530,SecondBest1994,Drama
531,SecretGarden The1993,Children|Drama
532,SerialMom1994,Comedy|Crime|Horror
533,Shadow The1994,Action|Adventure|Fantasy|Mystery
534,Shadowlands1993,Drama|Romance
535,ShortCuts1993,Drama
536,SimpleTwistofFate,A1994
537,Sirens1994,Drama
538,SixDegreesofSeparation1993,Drama
539,SleeplessinSeattle1993,Comedy|Drama|Romance
540,Sliver1993,Thriller
541,BladeRunner1982,Adventure|Drama|Film-Noir|Sci-Fi|Thriller
542,SoninLaw1993,Comedy
543,SoIMarriedanAxeMurderer1993,Comedy|Romance|Thriller
544,StrikingDistance1993,Action|Crime
545,Harem1985,Drama
546,SuperMarioBros.1993,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,SurvivingtheGame1994,Action|Adventure|Thriller
548,TerminalVelocity1994,Action|Mystery|Thriller
549,Thirty-TwoShortFilmsAboutGlennGould1993,Drama|Musical
550,Threesome1994,Comedy|Romance
551,NightmareBeforeChristmas The1993,Animation|Children|Fantasy|Musical
552,ThreeMusketeers The1993,Action|Adventure|Comedy
553,Tombstone1993,Action|Drama|Western
554,TrialbyJury1994,Crime|Drama|Thriller
555,TrueRomance1993,Action|Crime|Romance
556,WarRoom The1993,Documentary
558,Pagemaster The1994,Action|Adventure|Animation|Children|Fantasy
559,Paris,France1993
560,BeansofEgypt,Maine The1994
561,Killera.k.a.BulletproofHeart1994,Drama|Thriller
562,WelcometotheDollhouse1995,Comedy|Drama
563,Germinal1993,Drama
564,Chasers1994,Comedy
565,Cronos1993,Action|Drama|Horror
566,NakedinNewYork1994,Comedy|Romance
567,Kika1993,Comedy|Drama
568,BhajiontheBeach1993,Comedy|Drama
569,LittleBigLeague1994,Comedy|Drama
570,Slingshot TheKĂĄdisbellan1993,Comedy|Drama
571,WeddingGift The1994,Drama|Romance
572,ForeignStudent1994,Drama
573,Ciao,Professore!Iosperiamochemelacavo1992
574,SpankingtheMonkey1994,Comedy|Drama
575,LittleRascals The1994,Children|Comedy
576,Fausto1993,Comedy
577,Andre1994,Adventure|Children
579,Escort TheScorta,La1993
580,PrincessCaraboo1994,Drama
581,CelluloidCloset The1995,Documentary
582,MĂ©tisseCafĂ©auLait1993,Comedy|Drama
583,DearDiaryCaroDiario1994,Comedy|Drama
584,IDon tWanttoTalkAboutItDeesonosehabla1993,Drama|Romance
585,BradyBunchMovie The1995,Comedy
586,HomeAlone1990,Children|Comedy
587,Ghost1990,Comedy|Drama|Fantasy|Romance|Thriller
588,Aladdin1992,Adventure|Animation|Children|Comedy|Musical
589,Terminator2,JudgmentDay1991
590,DanceswithWolves1990,Adventure|Drama|Western
591,ToughandDeadly1995,Action|Drama|Thriller
592,Batman1989,Action|Crime|Sci-Fi|Thriller
593,SilenceoftheLambs The1991,Crime|Horror|Thriller
594,SnowWhiteandtheSevenDwarfs1937,Animation|Children|Drama|Fantasy|Musical
595,BeautyandtheBeast1991,Animation|Children|Fantasy|Musical|Romance
596,Pinocchio1940,Animation|Children|Fantasy|Musical
597,PrettyWoman1990,Comedy|Romance
598,WindowtoParisOknovParizh1994,Comedy|Fantasy
599,WildBunch The1969,Adventure|Western
600,Loveanda.451994,Thriller
601,WoodenMan sBride TheYanshen1994,Drama
602,GreatDayinHarlem,A1994
603,ByeBye,Love1995
604,Criminals1996,Documentary
605,OneFineDay1996,Drama|Romance
606,Candyman,FarewelltotheFlesh1995
607,Century1993,Drama
608,Fargo1996,Comedy|Crime|Drama|Thriller
609,HomewardBoundII,LostinSanFrancisco1996
610,HeavyMetal1981,Action|Adventure|Animation|Horror|Sci-Fi
611,Hellraiser,Bloodline1996
612,Pallbearer The1996,Comedy
613,JaneEyre1996,Drama|Romance
614,Loaded1994,Drama|Thriller
615,BreadandChocolatePaneecioccolata1973,Comedy|Drama
616,Aristocats The1970,Animation|Children
617,FlowerofMySecret TheLaFlordeMiSecreto1995,Comedy|Drama
618,TwoMuch1995,Comedy|Romance
619,Ed1996,Comedy
620,ScreamofStoneCerroTorre,SchreiausStein1991
621,MyFavoriteSeason1993,Drama
623,ModernAffair,A1995
624,ConditionRed1995,Action|Drama|Thriller
625,AsfourStah1990,Drama
626,ThinLineBetweenLoveandHate,A1996
627,LastSupper The1995,Drama|Thriller
628,PrimalFear1996,Crime|Drama|Thriller
629,Rude1995,Drama
630,CarriedAway1996,Drama|Romance
631,AllDogsGotoHeaven21996,Animation|Children|Musical
632,LandandFreedomTierraylibertad1995,Drama|War
633,DeniseCallsUp1995,Comedy
634,TheodoreRex1995,Comedy
635,FamilyThing,A1996
636,Frisk1995,Drama
637,Sgt.Bilko1996,Comedy
638,JackandSarah1995,Romance
639,Girl61996,Comedy|Drama
640,Diabolique1996,Drama|Thriller
641,LittleIndian,BigCityUnindiendanslaville1994
642,Roula1995,Drama
643,Peanuts-DieBankzahltalles1996,Comedy
644,HappyWeekend1996,Comedy
645,Nelly&MonsieurArnaud1995,Drama
647,CourageUnderFire1996,Drama|War
648,Mission,Impossible1996
649,ColdFeverĂkĂ¶ldumklaka1995,Comedy|Drama
650,MollFlanders1996,Drama
651,Superweib,Das1996
652,301,302a.k.a.301/3021995
653,Dragonheart1996,Action|Adventure|Fantasy
654,Undkeinerweintmirnach1996,Drama|Romance
655,MyMother sCourageMuttersCourage1995,Comedy
656,Eddie1996,Comedy
657,YankeeZulu1994,Comedy|Drama
